ID,Response,Video,Model_Response
8470755.0,0.26,hall,0.10
8470755.0,0.29,hand,0.70
8470755.0,0.61,fool,0.10
8470755.0,0.91,cripple,0.05
8470755.0,0.76,steal,0.10
8470755.0,0.58,stare,0.90
8470755.0,0.67,sell,0.85
8470810.0,0.33,clap,0.15
8470810.0,0.32,dead,0.90
8470810.0,0.71,drink,0.20
8470810.0,0.38,hall,0.10
8470810.0,0.4,hate,0.05
8470810.0,0.87,cripple,0.05
8470810.0,0.8300000000000001,gun,0.20
8470810.0,0.75,pool,
8470810.0,0.54,assistant,0.30
8470810.0,0.61,tell,0.7
8470810.0,0.8,workhouse,0.70
8470810.0,0.74,hear,0.90
8470810.0,0.8300000000000001,van,0.8
8470810.0,0.61,fool,0.10
8470810.0,0.29,steal,0.10
8470810.0,0.72,sell,0.85
8470810.0,0.4,hit,0.15
8470810.0,0.72,lying,0.85
8470810.0,0.64,indicted,0.80
8470810.0,0.74,stare,0.90
8470810.0,0.64,hand,0.70
8470868.0,0.73,clap,0.15
8470868.0,1.0,pool,
8470868.0,0.9500000000000001,hear,0.90
8470868.0,0.9,stare,0.90
8470868.0,0.35000000000000003,hand,0.70
8470868.0,0.67,sell,0.85
8470868.0,0.23,dead,0.90
8470868.0,0.9500000000000001,van,0.8
8470868.0,0.08,fool,0.10
8470868.0,0.98,gun,0.20
8470868.0,0.15,indicted,0.80
8470868.0,0.05,hit,0.15
8470868.0,0.24,assistant,0.30
8470868.0,0.97,cripple,0.05
8470868.0,0.75,workhouse,0.70
8470868.0,0.99,drink,0.20
8470868.0,0.27,steal,0.10
8470868.0,0.17,hate,0.05
8470868.0,0.71,tell,0.7
8470868.0,0.16,hall,0.10
8470868.0,0.91,lying,0.85
8470511.0,0.33,hall,0.10
8470511.0,0.65,indicted,0.80
8470511.0,0.63,clap,0.15
8470511.0,0.28,fool,0.10
8470511.0,0.77,pool,
8470511.0,0.7000000000000001,hear,0.90
8470511.0,0.75,cripple,0.05
8470511.0,0.4,hand,0.70
8470511.0,0.67,hate,0.05
8470511.0,0.6,hit,0.15
8470511.0,0.71,gun,0.20
8470511.0,0.73,tell,0.7
8470511.0,0.62,sell,0.85
8470511.0,0.74,lying,0.85
8470511.0,0.99,van,0.8
8470511.0,0.8,dead,0.90
8470511.0,0.64,stare,0.90
8470511.0,0.62,steal,0.10
8470511.0,0.66,workhouse,0.70
8470511.0,0.32,drink,0.20
8470511.0,0.44,assistant,0.30
8471390.0,0.43,sell,0.85
8471390.0,0.54,stare,0.90
8471390.0,0.19,assistant,0.30
8471390.0,0.8200000000000001,cripple,0.05
8471390.0,0.08,hand,0.70
8471390.0,0.16,dead,0.90
8471390.0,0.85,workhouse,0.70
8471390.0,0.36,steal,0.10
8471390.0,0.88,gun,0.20
8471390.0,0.89,pool,
8471390.0,0.7000000000000001,lying,0.85
8471390.0,0.31,hear,0.90
8471390.0,0.08,fool,0.10
8471390.0,0.34,clap,0.15
8471390.0,0.11,hate,0.05
8471390.0,0.03,hall,0.10
8471390.0,0.61,tell,0.7
8471390.0,0.42,indicted,0.80
8471390.0,0.81,van,0.8
8471390.0,0.43,hit,0.15
8471390.0,0.8,drink,0.20
8475328.0,0.0,hall,0.10
8475328.0,0.8,tell,0.7
8475328.0,0.0,hit,0.15
8475328.0,0.66,hear,0.90
8475328.0,0.0,sell,0.85
8475328.0,1.0,cripple,0.05
8475328.0,1.0,van,0.8
8475328.0,0.0,assistant,0.30
8475328.0,0.0,hand,0.70
8475328.0,0.0,steal,0.10
8475328.0,0.7000000000000001,lying,0.85
8475328.0,1.0,workhouse,0.70
8475328.0,0.99,pool,
8475328.0,1.0,gun,0.20
8475328.0,0.0,clap,0.15
8475328.0,0.5,indicted,0.80
8475328.0,0.68,stare,0.90
8475328.0,0.15,hate,0.05
8475328.0,0.0,fool,0.10
8475328.0,0.78,drink,0.20
8475328.0,0.0,dead,0.90
8475333.0,0.99,gun,0.20
8475333.0,0.81,tell,0.7
8475333.0,0.96,van,0.8
8475333.0,0.11,clap,0.15
8475333.0,0.03,hall,0.10
8475333.0,0.66,hear,0.90
8475333.0,0.0,steal,0.10
8475333.0,0.03,dead,0.90
8475333.0,0.1,fool,0.10
8475333.0,0.2,indicted,0.80
8475333.0,0.77,stare,0.90
8475333.0,0.76,lying,0.85
8475333.0,0.97,workhouse,0.70
8475333.0,0.98,cripple,0.05
8475333.0,0.22,sell,0.85
8475333.0,0.06,hate,0.05
8475333.0,0.02,assistant,0.30
8475333.0,0.0,hand,0.70
8475333.0,0.04,hit,0.15
8475333.0,0.98,pool,
8475333.0,0.96,drink,0.20
8475327.0,0.09,clap,0.15
8475327.0,0.21,fool,0.10
8475327.0,0.9500000000000001,workhouse,0.70
8475327.0,0.34,indicted,0.80
8475327.0,0.25,hate,0.05
8475327.0,0.43,hit,0.15
8475327.0,0.31,assistant,0.30
8475327.0,0.76,tell,0.7
8475327.0,0.74,stare,0.90
8475327.0,0.13,hand,0.70
8475327.0,0.62,drink,0.20
8475327.0,0.67,sell,0.85
8475327.0,0.91,cripple,0.05
8475327.0,0.3,hall,0.10
8475327.0,0.23,dead,0.90
8475327.0,0.6900000000000001,lying,0.85
8475327.0,0.21,steal,0.10
8475327.0,0.98,van,0.8
8475327.0,0.86,pool,
8475327.0,0.85,hear,0.90
8475327.0,0.67,gun,0.20
8475339.0,0.07,dead,0.90
8475339.0,0.41000000000000003,indicted,0.80
8475339.0,0.3,clap,0.15
8475339.0,0.9500000000000001,lying,0.85
8475339.0,0.09,fool,0.10
8475339.0,0.16,hit,0.15
8475339.0,0.09,hall,0.10
8475339.0,1.0,cripple,0.05
8475339.0,0.98,hear,0.90
8475339.0,0.98,stare,0.90
8475339.0,0.99,tell,0.7
8475339.0,0.99,workhouse,0.70
8475339.0,0.5,sell,0.85
8475339.0,0.37,steal,0.10
8475339.0,0.98,pool,
8475339.0,0.75,hate,0.05
8475339.0,0.98,drink,0.20
8475339.0,0.14,hand,0.70
8475339.0,0.99,van,0.8
8475339.0,0.99,assistant,0.30
8475339.0,0.98,gun,0.20
8475351.0,0.25,clap,0.15
8475351.0,0.88,cripple,0.05
8475351.0,0.16,fool,0.10
8475351.0,1.0,pool,
8475351.0,0.23,hall,0.10
8475351.0,0.6900000000000001,drink,0.20
8475351.0,0.74,sell,0.85
8475351.0,0.15,steal,0.10
8475351.0,1.0,gun,0.20
8475351.0,0.07,assistant,0.30
8475351.0,0.75,tell,0.7
8475351.0,0.9500000000000001,van,0.8
8475351.0,0.24,hate,0.05
8475351.0,1.0,workhouse,0.70
8475351.0,0.91,hear,0.90
8475351.0,0.29,hand,0.70
8475351.0,0.13,hit,0.15
8475351.0,0.38,dead,0.90
8475351.0,0.59,stare,0.90
8475351.0,0.19,indicted,0.80
8475351.0,1.0,lying,0.85
8475356.0,0.64,hall,0.10
8475356.0,0.98,workhouse,0.70
8475356.0,0.71,hear,0.90
8475356.0,0.0,hit,0.15
8475356.0,0.79,indicted,0.80
8475356.0,0.73,lying,0.85
8475356.0,0.0,clap,0.15
8475356.0,0.0,dead,0.90
8475356.0,0.62,sell,0.85
8475356.0,1.0,van,0.8
8475356.0,0.64,hate,0.05
8475356.0,1.0,gun,0.20
8475356.0,0.0,hand,0.70
8475356.0,1.0,pool,
8475356.0,0.15,fool,0.10
8475356.0,0.8300000000000001,drink,0.20
8475356.0,1.0,cripple,0.05
8475356.0,0.0,steal,0.10
8475356.0,0.74,tell,0.7
8475356.0,0.64,assistant,0.30
8475356.0,0.74,stare,0.90
8475366.0,0.02,hall,0.10
8475366.0,0.99,gun,0.20
8475366.0,0.73,tell,0.7
8475366.0,0.92,workhouse,0.70
8475366.0,0.02,clap,0.15
8475366.0,0.01,dead,0.90
8475366.0,0.01,assistant,0.30
8475366.0,0.76,stare,0.90
8475366.0,0.18,hear,0.90
8475366.0,0.97,cripple,0.05
8475366.0,0.99,drink,0.20
8475366.0,0.02,hit,0.15
8475366.0,0.02,indicted,0.80
8475366.0,0.0,steal,0.10
8475366.0,0.01,hate,0.05
8475366.0,0.01,fool,0.10
8475366.0,0.06,sell,0.85
8475366.0,0.02,hand,0.70
8475366.0,0.99,pool,
8475366.0,0.99,van,0.8
8475366.0,0.55,lying,0.85
8475373.0,0.02,hate,0.05
8475373.0,0.84,tell,0.7
8475373.0,0.04,clap,0.15
8475373.0,0.98,drink,0.20
8475373.0,0.0,steal,0.10
8475373.0,0.0,hall,0.10
8475373.0,0.04,assistant,0.30
8475373.0,0.6900000000000001,dead,0.90
8475373.0,0.6,sell,0.85
8475373.0,1.0,cripple,0.05
8475373.0,1.0,stare,0.90
8475373.0,0.66,indicted,0.80
8475373.0,1.0,van,0.8
8475373.0,0.0,hand,0.70
8475373.0,1.0,pool,
8475373.0,0.26,lying,0.85
8475373.0,0.03,fool,0.10
8475373.0,0.15,workhouse,0.70
8475373.0,1.0,gun,0.20
8475373.0,0.0,hit,0.15
8475373.0,0.74,hear,0.90
8475374.0,0.31,hate,0.05
8475374.0,1.0,pool,
8475374.0,0.62,sell,0.85
8475374.0,0.0,hit,0.15
8475374.0,0.25,dead,0.90
8475374.0,1.0,cripple,0.05
8475374.0,0.8,tell,0.7
8475374.0,0.26,assistant,0.30
8475374.0,0.0,hand,0.70
8475374.0,1.0,lying,0.85
8475374.0,0.59,clap,0.15
8475374.0,0.92,stare,0.90
8475374.0,0.04,hall,0.10
8475374.0,1.0,gun,0.20
8475374.0,1.0,drink,0.20
8475374.0,0.61,indicted,0.80
8475374.0,0.96,van,0.8
8475374.0,0.9500000000000001,hear,0.90
8475374.0,0.64,fool,0.10
8475374.0,0.26,workhouse,0.70
8475374.0,0.0,steal,0.10
8475334.0,0.59,clap,0.15
8475334.0,0.27,hate,0.05
8475334.0,0.79,cripple,0.05
8475334.0,0.02,steal,0.10
8475334.0,0.26,dead,0.90
8475334.0,0.64,stare,0.90
8475334.0,0.06,assistant,0.30
8475334.0,0.32,sell,0.85
8475334.0,0.03,hand,0.70
8475334.0,0.31,hit,0.15
8475334.0,0.21,fool,0.10
8475334.0,0.6900000000000001,indicted,0.80
8475334.0,0.92,van,0.8
8475334.0,1.0,pool,
8475334.0,0.86,lying,0.85
8475334.0,0.5,gun,0.20
8475334.0,0.63,tell,0.7
8475334.0,0.61,drink,0.20
8475334.0,0.15,hall,0.10
8475334.0,0.7000000000000001,hear,0.90
8475334.0,0.71,workhouse,0.70
8475370.0,0.6,drink,0.20
8475370.0,0.79,tell,0.7
8475370.0,0.05,hate,0.05
8475370.0,0.08,clap,0.15
8475370.0,0.86,sell,0.85
8475370.0,0.03,assistant,0.30
8475370.0,0.06,steal,0.10
8475370.0,0.98,cripple,0.05
8475370.0,0.99,stare,0.90
8475370.0,0.97,dead,0.90
8475370.0,0.98,workhouse,0.70
8475370.0,0.98,gun,0.20
8475370.0,0.12,fool,0.10
8475370.0,0.03,hall,0.10
8475370.0,0.99,hear,0.90
8475370.0,0.04,hand,0.70
8475370.0,0.97,van,0.8
8475370.0,0.9,indicted,0.80
8475370.0,0.85,hit,0.15
8475370.0,0.98,pool,
8475370.0,0.9500000000000001,lying,0.85
8475386.0,0.33,hate,0.05
8475386.0,0.8300000000000001,dead,0.90
8475386.0,1.0,cripple,0.05
8475386.0,0.3,fool,0.10
8475386.0,0.6900000000000001,assistant,0.30
8475386.0,0.79,steal,0.10
8475386.0,0.8300000000000001,tell,0.7
8475386.0,0.61,drink,0.20
8475386.0,0.87,gun,0.20
8475386.0,0.79,workhouse,0.70
8475386.0,0.28,pool,
8475386.0,0.2,hall,0.10
8475386.0,1.0,van,0.8
8475386.0,0.99,hand,0.70
8475386.0,1.0,lying,0.85
8475386.0,0.88,hear,0.90
8475386.0,0.84,hit,0.15
8475386.0,0.78,stare,0.90
8475386.0,0.6900000000000001,sell,0.85
8475386.0,0.25,clap,0.15
8475386.0,0.88,indicted,0.80
8475329.0,0.96,cripple,0.05
8475329.0,0.58,hate,0.05
8475329.0,0.96,workhouse,0.70
8475329.0,0.75,lying,0.85
8475329.0,0.16,dead,0.90
8475329.0,0.05,clap,0.15
8475329.0,0.6900000000000001,hear,0.90
8475329.0,0.93,pool,
8475329.0,0.06,assistant,0.30
8475329.0,0.93,van,0.8
8475329.0,0.67,stare,0.90
8475329.0,0.05,fool,0.10
8475329.0,0.81,tell,0.7
8475329.0,0.09,hand,0.70
8475329.0,0.08,hall,0.10
8475329.0,0.63,drink,0.20
8475329.0,0.53,indicted,0.80
8475329.0,0.22,hit,0.15
8475329.0,0.88,gun,0.20
8475329.0,0.48,sell,0.85
8475329.0,0.13,steal,0.10
8475377.0,0.66,workhouse,0.70
8475377.0,0.7000000000000001,hear,0.90
8475377.0,0.9,gun,0.20
8475377.0,0.27,assistant,0.30
8475377.0,0.5700000000000001,indicted,0.80
8475377.0,0.19,dead,0.90
8475377.0,0.65,drink,0.20
8475377.0,0.78,cripple,0.05
8475377.0,0.68,stare,0.90
8475377.0,0.23,clap,0.15
8475377.0,0.98,pool,
8475377.0,0.9400000000000001,van,0.8
8475377.0,0.59,tell,0.7
8475377.0,0.58,lying,0.85
8475377.0,0.14,hit,0.15
8475377.0,0.19,steal,0.10
8475377.0,0.12,hand,0.70
8475377.0,0.23,hate,0.05
8475377.0,0.38,hall,0.10
8475377.0,0.15,fool,0.10
8475377.0,0.5700000000000001,sell,0.85
8475326.0,0.33,dead,0.90
8475326.0,0.74,tell,0.7
8475326.0,0.8300000000000001,hear,0.90
8475326.0,0.98,pool,
8475326.0,0.9400000000000001,gun,0.20
8475326.0,0.78,fool,0.10
8475326.0,0.3,hate,0.05
8475326.0,0.33,hall,0.10
8475326.0,0.77,stare,0.90
8475326.0,1.0,workhouse,0.70
8475326.0,1.0,lying,0.85
8475326.0,0.67,indicted,0.80
8475326.0,0.72,assistant,0.30
8475326.0,0.68,clap,0.15
8475326.0,0.64,sell,0.85
8475326.0,0.26,hit,0.15
8475326.0,0.73,steal,0.10
8475326.0,1.0,cripple,0.05
8475326.0,0.25,hand,0.70
8475326.0,1.0,van,0.8
8475326.0,1.0,drink,0.20
8475394.0,0.87,stare,0.90
8475394.0,0.84,gun,0.20
8475394.0,1.0,van,0.8
8475394.0,0.22,hit,0.15
8475394.0,0.91,cripple,0.05
8475394.0,0.66,dead,0.90
8475394.0,0.88,pool,
8475394.0,0.66,hall,0.10
8475394.0,0.84,tell,0.7
8475394.0,0.8200000000000001,lying,0.85
8475394.0,0.89,hear,0.90
8475394.0,0.73,assistant,0.30
8475394.0,0.86,workhouse,0.70
8475394.0,0.58,indicted,0.80
8475394.0,0.87,drink,0.20
8475394.0,0.86,steal,0.10
8475394.0,0.63,clap,0.15
8475394.0,0.81,sell,0.85
8475394.0,1.0,hate,0.05
8475394.0,0.33,hand,0.70
8475394.0,0.67,fool,0.10
8475385.0,1.0,pool,
8475385.0,0.18,lying,0.85
8475385.0,0.98,workhouse,0.70
8475385.0,0.9400000000000001,tell,0.7
8475385.0,1.0,van,0.8
8475385.0,0.0,clap,0.15
8475385.0,1.0,drink,0.20
8475385.0,0.15,hit,0.15
8475385.0,1.0,cripple,0.05
8475385.0,0.8300000000000001,assistant,0.30
8475385.0,0.01,hate,0.05
8475385.0,0.97,stare,0.90
8475385.0,0.02,steal,0.10
8475385.0,0.21,hand,0.70
8475385.0,0.9400000000000001,hear,0.90
8475385.0,0.86,hall,0.10
8475385.0,0.9500000000000001,gun,0.20
8475385.0,0.64,indicted,0.80
8475385.0,0.27,sell,0.85
8475385.0,0.19,dead,0.90
8475385.0,0.06,fool,0.10
8475383.0,0.07,hand,0.70
8475383.0,0.99,pool,
8475383.0,0.55,hate,0.05
8475383.0,0.99,workhouse,0.70
8475383.0,0.38,steal,0.10
8475383.0,0.06,clap,0.15
8475383.0,0.59,hall,0.10
8475383.0,0.59,sell,0.85
8475383.0,0.05,dead,0.90
8475383.0,0.92,drink,0.20
8475383.0,0.97,tell,0.7
8475383.0,0.93,van,0.8
8475383.0,0.74,hear,0.90
8475383.0,0.9500000000000001,stare,0.90
8475383.0,0.19,assistant,0.30
8475383.0,0.87,cripple,0.05
8475383.0,0.29,indicted,0.80
8475383.0,0.9400000000000001,gun,0.20
8475383.0,0.12,hit,0.15
8475383.0,0.29,fool,0.10
8475383.0,0.81,lying,0.85
8475392.0,0.0,dead,0.90
8475392.0,1.0,pool,
8475392.0,0.02,tell,0.7
8475392.0,0.61,hit,0.15
8475392.0,0.25,sell,0.85
8475392.0,0.53,stare,0.90
8475392.0,1.0,cripple,0.05
8475392.0,1.0,gun,0.20
8475392.0,1.0,van,0.8
8475392.0,0.35000000000000003,clap,0.15
8475392.0,0.86,workhouse,0.70
8475392.0,0.11,steal,0.10
8475392.0,0.02,hall,0.10
8475392.0,0.99,lying,0.85
8475392.0,0.02,assistant,0.30
8475392.0,0.03,fool,0.10
8475392.0,0.17,drink,0.20
8475392.0,0.2,indicted,0.80
8475392.0,0.02,hand,0.70
8475392.0,0.0,hate,0.05
8475392.0,0.14,hear,0.90
8475390.0,0.0,assistant,0.30
8475390.0,0.81,lying,0.85
8475390.0,0.98,van,0.8
8475390.0,0.0,dead,0.90
8475390.0,0.59,hear,0.90
8475390.0,0.44,indicted,0.80
8475390.0,0.0,hit,0.15
8475390.0,0.0,steal,0.10
8475390.0,0.72,tell,0.7
8475390.0,0.9400000000000001,workhouse,0.70
8475390.0,0.24,fool,0.10
8475390.0,0.97,pool,
8475390.0,0.52,stare,0.90
8475390.0,0.0,clap,0.15
8475390.0,0.0,hall,0.10
8475390.0,0.2,hand,0.70
8475390.0,0.07,hate,0.05
8475390.0,0.3,sell,0.85
8475390.0,0.98,drink,0.20
8475390.0,1.0,gun,0.20
8475390.0,1.0,cripple,0.05
8475410.0,0.0,hall,0.10
8475410.0,1.0,lying,0.85
8475410.0,0.5,dead,0.90
8475410.0,1.0,steal,0.10
8475410.0,1.0,stare,0.90
8475410.0,1.0,cripple,0.05
8475410.0,0.0,hand,0.70
8475410.0,1.0,workhouse,0.70
8475410.0,1.0,hear,0.90
8475410.0,1.0,pool,
8475410.0,1.0,fool,0.10
8475410.0,1.0,tell,0.7
8475410.0,1.0,van,0.8
8475410.0,0.98,gun,0.20
8475410.0,1.0,sell,0.85
8475410.0,1.0,drink,0.20
8475410.0,1.0,clap,0.15
8475410.0,1.0,indicted,0.80
8475410.0,0.68,assistant,0.30
8475410.0,1.0,hit,0.15
8475410.0,1.0,hate,0.05
8475418.0,0.96,cripple,0.05
8475418.0,0.97,workhouse,0.70
8475418.0,0.11,hand,0.70
8475418.0,0.9400000000000001,gun,0.20
8475418.0,0.21,fool,0.10
8475418.0,0.42,sell,0.85
8475418.0,0.84,indicted,0.80
8475418.0,0.23,assistant,0.30
8475418.0,0.08,dead,0.90
8475418.0,0.23,clap,0.15
8475418.0,0.64,stare,0.90
8475418.0,0.2,drink,0.20
8475418.0,0.8200000000000001,tell,0.7
8475418.0,0.63,hall,0.10
8475418.0,0.09,steal,0.10
8475418.0,0.38,hear,0.90
8475418.0,0.86,pool,
8475418.0,0.58,hate,0.05
8475418.0,0.8300000000000001,lying,0.85
8475418.0,0.93,van,0.8
8475418.0,0.66,hit,0.15
8475324.0,0.9500000000000001,cripple,0.05
8475324.0,0.52,tell,0.7
8475324.0,1.0,pool,
8475324.0,1.0,drink,0.20
8475324.0,0.0,hand,0.70
8475324.0,0.6900000000000001,stare,0.90
8475324.0,0.0,sell,0.85
8475324.0,0.06,hear,0.90
8475324.0,0.2,assistant,0.30
8475324.0,0.98,van,0.8
8475324.0,0.63,workhouse,0.70
8475324.0,0.0,hit,0.15
8475324.0,1.0,gun,0.20
8475324.0,0.62,indicted,0.80
8475324.0,0.0,dead,0.90
8475324.0,0.0,steal,0.10
8475324.0,0.29,hall,0.10
8475324.0,0.0,clap,0.15
8475324.0,0.96,lying,0.85
8475324.0,0.43,hate,0.05
8475324.0,0.0,fool,0.10
8475403.0,0.62,assistant,0.30
8475403.0,0.6,hate,0.05
8475403.0,0.34,cripple,0.05
8475403.0,0.6,clap,0.15
8475403.0,0.4,sell,0.85
8475403.0,0.4,hand,0.70
8475403.0,0.61,hear,0.90
8475403.0,0.41000000000000003,lying,0.85
8475403.0,0.39,hall,0.10
8475403.0,0.89,van,0.8
8475403.0,0.8200000000000001,pool,
8475403.0,0.7000000000000001,drink,0.20
8475403.0,0.75,tell,0.7
8475403.0,0.67,gun,0.20
8475403.0,0.32,steal,0.10
8475403.0,0.71,indicted,0.80
8475403.0,0.59,workhouse,0.70
8475403.0,0.61,stare,0.90
8475403.0,0.35000000000000003,fool,0.10
8475403.0,0.61,hit,0.15
8475403.0,0.33,dead,0.90
8475436.0,0.25,hit,0.15
8475436.0,0.37,tell,0.7
8475436.0,0.62,drink,0.20
8475436.0,1.0,cripple,0.05
8475436.0,0.72,workhouse,0.70
8475436.0,0.5700000000000001,sell,0.85
8475436.0,0.6,indicted,0.80
8475436.0,0.35000000000000003,fool,0.10
8475436.0,0.15,hand,0.70
8475436.0,0.29,steal,0.10
8475436.0,0.09,hall,0.10
8475436.0,1.0,van,0.8
8475436.0,0.81,lying,0.85
8475436.0,0.6900000000000001,stare,0.90
8475436.0,1.0,pool,
8475436.0,0.8300000000000001,gun,0.20
8475436.0,0.0,dead,0.90
8475436.0,0.26,assistant,0.30
8475436.0,0.59,hate,0.05
8475436.0,0.14,clap,0.15
8475436.0,0.56,hear,0.90
8475439.0,0.37,stare,0.90
8475439.0,0.55,indicted,0.80
8475439.0,0.08,hall,0.10
8475439.0,0.11,hit,0.15
8475439.0,0.17,hear,0.90
8475439.0,0.02,steal,0.10
8475439.0,0.75,lying,0.85
8475439.0,0.01,dead,0.90
8475439.0,0.99,pool,
8475439.0,0.98,cripple,0.05
8475439.0,0.72,tell,0.7
8475439.0,0.41000000000000003,drink,0.20
8475439.0,0.02,assistant,0.30
8475439.0,0.98,gun,0.20
8475439.0,0.1,fool,0.10
8475439.0,0.35000000000000003,hand,0.70
8475439.0,0.62,sell,0.85
8475439.0,0.6,hate,0.05
8475439.0,0.12,clap,0.15
8475439.0,0.97,van,0.8
8475439.0,0.96,workhouse,0.70
8475444.0,0.79,hear,0.90
8475444.0,0.7000000000000001,pool,
8475444.0,0.6900000000000001,van,0.8
8475444.0,0.79,lying,0.85
8475444.0,0.77,cripple,0.05
8475444.0,0.61,tell,0.7
8475444.0,0.5700000000000001,hit,0.15
8475444.0,0.26,fool,0.10
8475444.0,0.64,hate,0.05
8475444.0,0.63,gun,0.20
8475444.0,0.74,stare,0.90
8475444.0,0.81,workhouse,0.70
8475444.0,0.29,indicted,0.80
8475444.0,0.5700000000000001,hall,0.10
8475444.0,0.6,sell,0.85
8475444.0,0.21,steal,0.10
8475444.0,0.28,dead,0.90
8475444.0,0.24,assistant,0.30
8475444.0,0.55,drink,0.20
8475444.0,0.13,clap,0.15
8475444.0,0.16,hand,0.70
8475463.0,0.67,drink,0.20
8475463.0,0.56,hear,0.90
8475463.0,0.0,hall,0.10
8475463.0,1.0,pool,
8475463.0,0.5700000000000001,sell,0.85
8475463.0,0.0,clap,0.15
8475463.0,0.55,stare,0.90
8475463.0,0.03,hit,0.15
8475463.0,0.98,van,0.8
8475463.0,0.62,indicted,0.80
8475463.0,0.98,workhouse,0.70
8475463.0,0.01,hand,0.70
8475463.0,0.98,cripple,0.05
8475463.0,0.91,hate,0.05
8475463.0,0.67,tell,0.7
8475463.0,0.09,fool,0.10
8475463.0,0.96,lying,0.85
8475463.0,0.06,assistant,0.30
8475463.0,0.7000000000000001,dead,0.90
8475463.0,0.99,gun,0.20
8475463.0,0.03,steal,0.10
8475452.0,0.74,lying,0.85
8475452.0,1.0,van,0.8
8475452.0,1.0,stare,0.90
8475452.0,0.9,indicted,0.80
8475452.0,1.0,workhouse,0.70
8475452.0,1.0,hate,0.05
8475452.0,0.0,hand,0.70
8475452.0,0.97,dead,0.90
8475452.0,1.0,gun,0.20
8475452.0,1.0,hall,0.10
8475452.0,1.0,pool,
8475452.0,1.0,fool,0.10
8475452.0,1.0,sell,0.85
8475452.0,1.0,hear,0.90
8475452.0,1.0,drink,0.20
8475452.0,1.0,cripple,0.05
8475452.0,1.0,hit,0.15
8475452.0,0.97,steal,0.10
8475452.0,1.0,assistant,0.30
8475452.0,0.0,clap,0.15
8475452.0,1.0,tell,0.7
8475467.0,0.26,sell,0.85
8475467.0,0.91,pool,
8475467.0,0.44,drink,0.20
8475467.0,0.05,clap,0.15
8475467.0,0.04,hand,0.70
8475467.0,0.05,dead,0.90
8475467.0,0.27,hall,0.10
8475467.0,0.17,assistant,0.30
8475467.0,0.29,stare,0.90
8475467.0,0.13,fool,0.10
8475467.0,0.22,hear,0.90
8475467.0,0.8200000000000001,van,0.8
8475467.0,0.15,hit,0.15
8475467.0,0.87,workhouse,0.70
8475467.0,0.09,hate,0.05
8475467.0,0.44,tell,0.7
8475467.0,0.15,steal,0.10
8475467.0,0.52,lying,0.85
8475467.0,0.14,indicted,0.80
8475467.0,0.8200000000000001,gun,0.20
8475467.0,0.88,cripple,0.05
8475469.0,0.79,fool,0.10
8475469.0,0.9400000000000001,van,0.8
8475469.0,0.17,hall,0.10
8475469.0,0.65,hate,0.05
8475469.0,0.62,hit,0.15
8475469.0,0.06,hand,0.70
8475469.0,0.26,steal,0.10
8475469.0,1.0,hear,0.90
8475469.0,1.0,pool,
8475469.0,1.0,stare,0.90
8475469.0,0.85,tell,0.7
8475469.0,0.85,assistant,0.30
8475469.0,1.0,cripple,0.05
8475469.0,0.8300000000000001,lying,0.85
8475469.0,0.62,sell,0.85
8475469.0,0.65,clap,0.15
8475469.0,0.9,drink,0.20
8475469.0,0.9500000000000001,workhouse,0.70
8475469.0,0.08,dead,0.90
8475469.0,0.71,indicted,0.80
8475469.0,0.98,gun,0.20
8475454.0,0.0,steal,0.10
8475454.0,0.39,hand,0.70
8475454.0,0.9,hear,0.90
8475454.0,1.0,pool,
8475454.0,1.0,gun,0.20
8475454.0,0.15,hall,0.10
8475454.0,0.0,hit,0.15
8475454.0,0.58,sell,0.85
8475454.0,1.0,lying,0.85
8475454.0,0.0,clap,0.15
8475454.0,1.0,drink,0.20
8475454.0,1.0,cripple,0.05
8475454.0,1.0,tell,0.7
8475454.0,1.0,workhouse,0.70
8475454.0,1.0,van,0.8
8475454.0,0.16,hate,0.05
8475454.0,0.0,dead,0.90
8475454.0,0.0,assistant,0.30
8475454.0,0.03,fool,0.10
8475454.0,0.0,indicted,0.80
8475454.0,0.8300000000000001,stare,0.90
8475498.0,0.99,pool,
8475498.0,0.98,van,0.8
8475498.0,0.21,hate,0.05
8475498.0,0.66,indicted,0.80
8475498.0,0.0,hit,0.15
8475498.0,0.67,hear,0.90
8475498.0,0.0,dead,0.90
8475498.0,0.0,clap,0.15
8475498.0,0.73,drink,0.20
8475498.0,0.29,fool,0.10
8475498.0,1.0,gun,0.20
8475498.0,0.91,tell,0.7
8475498.0,0.7000000000000001,sell,0.85
8475498.0,0.18,steal,0.10
8475498.0,0.64,assistant,0.30
8475498.0,0.02,hand,0.70
8475498.0,0.03,hall,0.10
8475498.0,1.0,cripple,0.05
8475498.0,1.0,workhouse,0.70
8475498.0,1.0,lying,0.85
8475498.0,1.0,stare,0.90
8475495.0,0.68,drink,0.20
8475495.0,0.28,hate,0.05
8475495.0,0.6,sell,0.85
8475495.0,0.72,indicted,0.80
8475495.0,0.08,hand,0.70
8475495.0,0.18,clap,0.15
8475495.0,0.66,pool,
8475495.0,0.15,steal,0.10
8475495.0,0.7000000000000001,cripple,0.05
8475495.0,0.48,workhouse,0.70
8475495.0,0.2,dead,0.90
8475495.0,0.79,tell,0.7
8475495.0,0.75,van,0.8
8475495.0,0.2,assistant,0.30
8475495.0,0.43,fool,0.10
